Topic_name,Question_name,Striver_link,leetcode_link,other_link,gfg_link
Stack and Queues,Next Smaller Element,,https://www.interviewbit.com/problems/nearest-smaller-element/,https://www.codingninjas.com/studio/problems/immediate-smaller-element-_1062597?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Number of NGEs to the right,,,https://www.codingninjas.com/studio/problems/count-of-greater-elements-to-the-right_8365436?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Trapping Rainwater,https://takeuforward.org/data-structure/trapping-rainwater/,https://leetcode.com/problems/trapping-rain-water/,https://www.codingninjas.com/studio/problems/trapping-rain-water_630519?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Sum of subarray minimum,,https://leetcode.com/problems/sum-of-subarray-minimums/,https://www.codingninjas.com/codestudio/problems/sum-of-subarray-minimums_8365431?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Asteroid Collision,,https://leetcode.com/problems/asteroid-collision/,https://www.codingninjas.com/studio/problems/asteroid-collision_977232?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Sum of subarray ranges,,https://leetcode.com/problems/sum-of-subarray-ranges/,https://www.codingninjas.com/studio/problems/subarray-range-sum_8365419?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Remove k Digits,,https://leetcode.com/problems/remove-k-digits/,https://www.codingninjas.com/studio/problems/remove-k-digits_1461221?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Largest rectangle in a histogram,https://takeuforward.org/data-structure/area-of-largest-rectangle-in-histogram/,https://leetcode.com/problems/largest-rectangle-in-histogram/,https://www.codingninjas.com/studio/problems/largest-rectangle-in-a-histogram_1058184?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Maximal Rectangles,,https://leetcode.com/problems/maximal-rectangle/,https://www.codingninjas.com/studio/problems/maximum-size-rectangle-sub-matrix-with-all-1's_893017?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Sliding Window maximum,https://takeuforward.org/data-structure/sliding-window-maximum/,https://leetcode.com/problems/sliding-window-maximum/,https://www.codingninjas.com/studio/problems/sliding-maximum-_701652?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,Stock span problem,,https://leetcode.com/problems/online-stock-span/,https://www.codingninjas.com/studio/problems/stock-span_5243295?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,The Celebrity Problem,,https://leetcode.com/accounts/login/?next=/problems/find-the-celebrity/,https://www.codingninjas.com/studio/problems/the-celebrity-problem_982769?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,LRU cache (IMPORTANT),https://takeuforward.org/data-structure/implement-lru-cache/,https://leetcode.com/problems/lru-cache/,https://www.codingninjas.com/studio/problems/lru-cache-implementation_670276?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Stack and Queues,LFU cache,,https://leetcode.com/problems/lfu-cache/,https://www.codingninjas.com/codestudio/problems/lfu-cache_8381892?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,,,https://leetcode.com/problems/minimum-window-subsequence/,https://www.codingninjas.com/studio/problems/minimum-window-subsequence_2181133?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Longest Substring Without Repeating…,https://takeuforward.org/data-structure/length-of-longest-substring-without-any-repeating-character/,https://leetcode.com/problems/longest-substring-without-repeating-characters/,https://www.codingninjas.com/studio/problems/longest-substring-without-repeating-characters_630418?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Max Consecutive Ones III,,https://leetcode.com/problems/max-consecutive-ones-iii/,https://www.codingninjas.com/studio/problems/maximum-consecutive-ones_892994?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Fruit Into Baskets,,,https://www.codingninjas.com/studio/problems/fruits-and-baskets_985356?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,longest repeating character replace…,,https://leetcode.com/problems/longest-repeating-character-replacement/,https://www.codingninjas.com/studio/problems/longest-repeating-substring_980523?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Binary subarray with sum,,https://leetcode.com/problems/binary-subarrays-with-sum/,https://www.codingninjas.com/studio/problems/count-substrings-with-k-ones_3128698?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Count number of nice subarrays,,https://leetcode.com/problems/count-number-of-nice-subarrays/,https://www.codingninjas.com/studio/problems/count-distinct-subarrays-with-at-most-k-odd-elements_1069335?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Number of substring containing all …,,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,https://www.codingninjas.com/studio/problems/count-substring-with-abc_8160465?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Maximum point you can obtain from c…,,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,https://www.codingninjas.com/codestudio/problems/maximum-points-from-cards_8391016?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Longest Substring with At Most K Di…,,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,https://www.codingninjas.com/studio/problems/longest-substring-with-at-most-k-distinct-characters_2221410?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Subarray with k different integers,,https://leetcode.com/problems/subarrays-with-k-different-integers/,https://www.codingninjas.com/studio/problems/subarrays-with-at-most-%E2%80%98k%E2%80%99-distinct-values_1473804?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Minimum Window Substring,,https://leetcode.com/problems/minimum-window-substring/,https://www.codingninjas.com/studio/problems/minimum-window-substring_1215004?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Sliding Window & Two Pointer Combined Problems,Minimum Window Subsequence,,https://leetcode.com/problems/minimum-window-subsequence/,https://www.codingninjas.com/studio/problems/minimum-window-subsequence_2181133?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,,,https://leetcode.com/problems/top-k-frequent-elements/,https://www.codingninjas.com/studio/problems/k-most-frequent-elements_3167808?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Introduction to Priority Queues usi…,,,https://www.codingninjas.com/studio/problems/implement-a-priority-queue-_1743878?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Min Heap and Max Heap Implementatio…,,,https://www.codingninjas.com/studio/problems/min-heap-implementation_5480527?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Check if an array represents a min-…,,,https://www.codingninjas.com/studio/problems/is-heap-possible-from-the-array?_8164274?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Convert min Heap to max Heap,,,https://www.codingninjas.com/codestudio/problems/convert-min-heap-to-max-heap_1381084?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Kth largest element in an array [us…,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,https://leetcode.com/problems/kth-largest-element-in-an-array/,https://www.codingninjas.com/codestudio/problems/k-largest-elements_796005?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Kth smallest element in an array [u…,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-an-array/,,https://www.codingninjas.com/studio/problems/merge-k-sorted-arrays_975379?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Sort K sorted array,,,,
Heaps,Merge M sorted Lists,,https://leetcode.com/problems/merge-k-sorted-lists/,https://www.codingninjas.com/studio/problems/merge-k-sorted-lists_992772?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Replace each array element by its c…,https://takeuforward.org/data-structure/replace-elements-by-its-rank-in-the-array/,,https://www.codingninjas.com/studio/problems/replace-each-element-of-array-with-its-corresponding-rank_975384?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Task Scheduler,,https://leetcode.com/problems/task-scheduler/,https://www.codingninjas.com/studio/problems/task-scheduler_1070424?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Hands of Straights,,https://leetcode.com/problems/hand-of-straights/,https://www.codingninjas.com/studio/problems/groups-in-ninja-land._1459215?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Design twitter,,https://leetcode.com/problems/design-twitter/,https://www.codingninjas.com/codestudio/problems/design-twitter_8380711?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Connect `n` ropes with minimal cost,,,https://www.codingninjas.com/studio/problems/connect-n-ropes-with-minimum-cost_625783?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Kth largest element in a stream of …,,"https://leetcode.com/problems/kth-largest-element-in-a-stream/#:~:text=Implement%20KthLargest%20class%3A,largest%20element%20in%20the%20stream.",https://www.codingninjas.com/studio/problems/kth-largest-element-in-a-stream_800301?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Maximum Sum Combination,,https://www.interviewbit.com/problems/maximum-sum-combinations/,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,Find Median from Data Stream,,https://leetcode.com/problems/find-median-from-data-stream/,https://www.codingninjas.com/studio/problems/median-in-a-stream_975268?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Heaps,K most frequent elements,,https://leetcode.com/problems/top-k-frequent-elements/,https://www.codingninjas.com/studio/problems/k-most-frequent-elements_3167808?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,,,https://leetcode.com/problems/non-overlapping-intervals/,https://www.codingninjas.com/studio/problems/non-overlapping-intervals_3169341?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Assign Cookies,,https://leetcode.com/problems/assign-cookies/,https://www.codingninjas.com/codestudio/problems/assign-cookies_8390826?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Fractional Knapsack Problem,https://takeuforward.org/data-structure/fractional-knapsack-problem-greedy-approach/,https://practice.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://www.codingninjas.com/studio/problems/fractional-knapsack_975286?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Greedy algorithm to find minimum nu…,https://takeuforward.org/data-structure/find-minimum-number-of-coins/,https://www.geeksforgeeks.org/find-minimum-number-of-coins-that-make-a-change/,https://www.codingninjas.com/studio/problems/find-minimum-number-of-coins_975277?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Lemonade Change,,https://leetcode.com/problems/lemonade-change/,https://www.codingninjas.com/codestudio/problems/lemonade-change_8224112?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Valid Paranthesis Checker,,https://leetcode.com/problems/valid-parenthesis-string/,https://www.codingninjas.com/studio/problems/balanced-parentheses_8162202?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,N meetings in one room,https://takeuforward.org/data-structure/n-meetings-in-one-room/,https://practice.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://www.codingninjas.com/studio/problems/maximum-meetings_1062658?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Jump Game,,https://leetcode.com/problems/jump-game/,https://www.codingninjas.com/studio/problems/jump-game_3164697?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Jump Game 2,,https://leetcode.com/problems/jump-game-ii/,https://www.codingninjas.com/studio/problems/jump-game_893178?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Minimum number of platforms require…,https://takeuforward.org/data-structure/minimum-number-of-platforms-required-for-a-railway/,https://practice.geeksforgeeks.org/problems/minimum-platforms-1587115620/1#,https://www.codingninjas.com/studio/problems/minimum-number-of-platforms_799400?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Job sequencing Problem,https://takeuforward.org/data-structure/job-sequencing-problem/,https://practice.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1#,https://www.codingninjas.com/studio/problems/job-sequencing-problem_1169460?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Candy,,https://leetcode.com/problems/candy/,https://www.codingninjas.com/studio/problems/candies_893290?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Program for Shortest Job First (or …,,,https://www.codingninjas.com/studio/problems/sjf_1172165?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Program for Least Recently Used (LR…,,,,
Greedy Algorithms,Insert Interval,https://takeuforward.org/?s=Insert+Interval,https://leetcode.com/problems/insert-interval/,https://www.codingninjas.com/studio/problems/-insert-interval_285893?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Merge Intervals,https://takeuforward.org/data-structure/merge-overlapping-sub-intervals/,https://leetcode.com/problems/merge-intervals/,https://www.codingninjas.com/studio/problems/merge-intervals_699917?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Greedy Algorithms,Non-overlapping Intervals,,https://leetcode.com/problems/non-overlapping-intervals/,https://www.codingninjas.com/studio/problems/non-overlapping-intervals_3169341?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,,https://takeuforward.org/data-structure/flatten-binary-tree-to-linked-list/,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,https://www.codingninjas.com/studio/problems/flatten-binary-tree-to-linked-list_1112615?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Introduction to Trees,,,https://www.codingninjas.com/studio/problems/number-of-nodes_8162204?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Binary Tree Representation in C++,,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Binary Tree Representation in Java,,,https://www.codingninjas.com/codestudio/problems/create-binary-tree_8360671?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Binary Tree Traversals in Binary Tr…,https://takeuforward.org/binary-tree/binary-tree-traversal-inorder-preorder-postorder/,,https://www.codingninjas.com/codestudio/problems/tree-traversal_981269?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Preorder Traversal of Binary Tree,https://takeuforward.org/data-structure/preorder-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-preorder-traversal/,https://www.codingninjas.com/studio/problems/preorder-binary-tree_5948?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Inorder Traversal of Binary Tree,https://takeuforward.org/data-structure/inorder-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://www.codingninjas.com/studio/problems/inorder-traversal_3839605?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Post-order Traversal of Binary Tree,https://takeuforward.org/data-structure/post-order-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-postorder-traversal/,https://www.codingninjas.com/studio/problems/postorder-traversal_2035933?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Level order Traversal / Level order…,https://takeuforward.org/data-structure/level-order-traversal-of-a-binary-tree/,https://leetcode.com/problems/binary-tree-level-order-traversal/,https://www.codingninjas.com/studio/problems/zigzag-binary-tree-traversal_920532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Iterative Preorder Traversal of Bin…,https://takeuforward.org/data-structure/preorder-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-preorder-traversal/,https://www.codingninjas.com/studio/problems/preorder-binary-tree_5948?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Iterative Inorder Traversal of Bina…,https://takeuforward.org/data-structure/inorder-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://www.codingninjas.com/studio/problems/inorder-traversal_3839605?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Post-order Traversal of Binary Tree…,https://takeuforward.org/data-structure/post-order-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-postorder-traversal/,https://www.codingninjas.com/studio/problems/postorder-traversal_2035933?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,"Preorder, Inorder, and Postorder Tr…",https://takeuforward.org/data-structure/preorder-inorder-postorder-traversals-in-one-traversal/,,https://www.codingninjas.com/studio/problems/tree-traversals_981269?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Height of a Binary Tree,https://takeuforward.org/data-structure/maximum-depth-of-a-binary-tree/,https://leetcode.com/problems/maximum-depth-of-binary-tree/,https://www.codingninjas.com/studio/problems/height-of-binary-tree_4609628?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Check if the Binary tree is height-…,https://takeuforward.org/data-structure/check-if-the-binary-tree-is-balanced-binary-tree/,https://leetcode.com/problems/balanced-binary-tree/,https://www.codingninjas.com/studio/problems/is-height-balanced-binary-tree_975497?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Diameter of Binary Tree,https://takeuforward.org/data-structure/calculate-the-diameter-of-a-binary-tree/,https://leetcode.com/problems/diameter-of-binary-tree/,https://www.codingninjas.com/studio/problems/diameter-of-binary-tree_920552?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Maximum path sum,https://takeuforward.org/data-structure/maximum-sum-path-in-binary-tree/,https://leetcode.com/problems/binary-tree-maximum-path-sum/,https://www.codingninjas.com/studio/problems/maximum-sum-path-of-a-binary-tree._1214968?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Check if two trees are identical or…,https://takeuforward.org/data-structure/check-if-two-trees-are-identical/,https://leetcode.com/problems/same-tree/,https://www.codingninjas.com/studio/problems/check-identical-trees_799364?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Zig Zag Traversal of Binary Tree,https://takeuforward.org/data-structure/zig-zag-traversal-of-binary-tree/,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,https://www.codingninjas.com/studio/problems/zigzag-binary-tree-traversal_920532?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Boundary Traversal of Binary Tree,https://takeuforward.org/data-structure/boundary-traversal-of-a-binary-tree/,https://leetcode.com/problems/boundary-of-binary-tree/,https://www.codingninjas.com/studio/problems/boundary-traversal-of-binary-tree_790725?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Vertical Order Traversal of Binary …,https://takeuforward.org/data-structure/vertical-order-traversal-of-binary-tree/,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,https://www.codingninjas.com/studio/problems/vertical-order-traversal_3622711?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Top View of Binary Tree,https://takeuforward.org/data-structure/top-view-of-a-binary-tree/,https://practice.geeksforgeeks.org/problems/top-view-of-binary-tree/1,https://www.codingninjas.com/studio/problems/top-view-of-binary-tree_799401?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Bottom View of Binary Tree,https://takeuforward.org/data-structure/bottom-view-of-a-binary-tree/,https://practice.geeksforgeeks.org/problems/bottom-view-of-binary-tree/1,https://www.codingninjas.com/studio/problems/bottom-view-of-binary-tree_893110?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Right/Left View of Binary Tree,https://takeuforward.org/data-structure/right-left-view-of-binary-tree/,https://leetcode.com/problems/binary-tree-right-side-view/,https://www.codingninjas.com/studio/problems/left-view-of-binary-tree_625707?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Symmetric Binary Tree,https://takeuforward.org/data-structure/check-for-symmetrical-binary-tree/,https://leetcode.com/problems/symmetric-tree/,https://www.codingninjas.com/studio/problems/symmetric-tree_981177?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Root to Node Path in Binary Tree,https://takeuforward.org/data-structure/print-root-to-node-path-in-a-binary-tree/,,https://www.codingninjas.com/studio/problems/all-root-to-leaf-paths-in-binary-tree._983599?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,LCA in Binary Tree,https://takeuforward.org/data-structure/lowest-common-ancestor-for-two-given-nodes/,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,https://www.codingninjas.com/studio/problems/lca-of-binary-tree_920541?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Maximum width of a Binary Tree,https://takeuforward.org/data-structure/maximum-width-of-a-binary-tree/,https://leetcode.com/problems/maximum-width-of-binary-tree/,https://www.codingninjas.com/studio/problems/maximum-width-in-binary-tree_763671?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Check for Children Sum Property,https://takeuforward.org/data-structure/check-for-children-sum-property-in-a-binary-tree/,,https://www.codingninjas.com/studio/problems/children-sum-property_8357239?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Print all the Nodes at a distance o…,,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,https://www.codingninjas.com/studio/problems/print-nodes-at-distance-k-from-a-given-node_842560?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Minimum time taken to BURN the Bina…,,,https://www.codingninjas.com/studio/problems/time-to-burn-tree_1469067?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Count total Nodes in a COMPLETE Bin…,https://takeuforward.org/binary-tree/count-number-of-nodes-in-a-binary-tree/,https://leetcode.com/problems/count-complete-tree-nodes/,https://www.codingninjas.com/studio/problems/nodes-in-complete-binary-tree_1281151?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Requirements needed to construct a …,,,https://www.codingninjas.com/studio/problems/unique-binary-tree_8180906?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Construct Binary Tree from inorder …,https://takeuforward.org/data-structure/construct-a-binary-tree-from-inorder-and-preorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/,https://www.codingninjas.com/studio/problems/construct-binary-tree-from-inorder-and-preorder-traversal_920539?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Construct the Binary Tree from Post…,https://takeuforward.org/data-structure/construct-binary-tree-from-inorder-and-postorder-traversal/,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal/,https://www.codingninjas.com/studio/problems/construct-binary-tree-from-inorder-and-postorder-traversal_1266106?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Serialize and deserialize Binary Tr…,https://takeuforward.org/data-structure/serialize-and-deserialize-a-binary-tree/,https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,https://www.codingninjas.com/studio/problems/serialize-and-deserialize-binary-tree_920328?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Morris Preorder Traversal of a Bina…,https://takeuforward.org/data-structure/morris-preorder-traversal-of-a-binary-tree/,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://www.codingninjas.com/studio/problems/preorder-binary-tree_5948?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Morris Inorder Traversal of a Binar…,https://takeuforward.org/data-structure/morris-inorder-traversal-of-a-binary-tree/,https://leetcode.com/problems/binary-tree-inorder-traversal/,https://www.codingninjas.com/studio/problems/inorder-traversal_3839605?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Trees,Flatten Binary Tree to LinkedList,https://takeuforward.org/data-structure/flatten-binary-tree-to-linked-list/,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/,https://www.codingninjas.com/studio/problems/flatten-binary-tree-to-linked-list_1112615?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,,,,https://www.codingninjas.com/studio/problems/size-of-largest-bst-in-binary-tree_893103?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Introduction to Binary Search Tree,,,https://www.codingninjas.com/studio/problems/binary-search-trees_8160443?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Search in a Binary Search Tree,,https://leetcode.com/problems/search-in-a-binary-search-tree/,https://www.codingninjas.com/studio/problems/search-in-bst_1402878?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Find Min/Max in BST,,,https://www.codingninjas.com/studio/problems/minimum-element-in-bst_8160462?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Ceil in a Binary Search Tree,,,https://www.codingninjas.com/studio/problems/ceil-from-bst_920464?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Floor in a Binary Search Tree,,,https://www.codingninjas.com/codestudio/problems/floor-from-bst_625868?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Insert a given Node in Binary Searc…,,https://leetcode.com/problems/insert-into-a-binary-search-tree/,https://www.codingninjas.com/studio/problems/insert-into-a-binary-search-tree_1279913?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Delete a Node in Binary Search Tree,,https://leetcode.com/problems/delete-node-in-a-bst/,https://www.codingninjas.com/studio/problems/delete-node-in-bst_920381?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Find K-th smallest/largest element …,https://takeuforward.org/data-structure/kth-largest-smallest-element-in-binary-search-tree/,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,https://www.codingninjas.com/studio/problems/kth-smallest-node-in-bst_920441?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,Check if a tree is a BST or BT,,https://leetcode.com/problems/validate-binary-search-tree/,https://www.codingninjas.com/studio/problems/check-bst_5975?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
Binary Search Trees,LCA in Binary Search Tree,,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,,
Binary Search Trees,Construct a BST from a preorder tra…,,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,https://www.codingninjas.com/studio/problems/construct-bst-from-preorder-traversal_2689307?utm_source=striver&utm_medium=website&utm_campaign=a_zcoursetuf,
